State,City,Vehicle_Count,Vehicle_Class,Vehicle_Type,Fuel_Type,Region,Concentration_Type,Concentration_Description
Tennessee,Erie,48,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,Allentown,122,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Ohio,Akron,49,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Texas,Long Beach,99,6,Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,Lynn,55,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Ohio,Toledo,31,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
California,Everett,128,6,Medium Duty,EV,West,1,Substantially Concentrated
Illinois,Centennial,122,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Tennessee,Port St. Lucie,145,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Michigan,Springfield,85,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Washington,Youngstown,65,8,Heavy Duty,CNG,West,1,Substantially Concentrated
California,Johns Creek,64,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
California,Boston,72,6,Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Cary,7,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Texas,Scottsdale,123,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,St. Petersburg,127,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
North Carolina,Roswell,17,8,Heavy Duty,EV,South,1,Substantially Concentrated
California,Thornton,121,6,Medium Duty,CNG,West,1,Substantially Concentrated
Texas,San Antonio,73,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Tennessee,Charlotte,145,6,Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Spokane Valley,55,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Ohio,Mesa,76,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,El Paso,48,6,Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,Colorado Springs,6,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
California,Syracuse,28,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Tennessee,Fort Worth,87,6,Medium Duty,CNG,South,1,Substantially Concentrated
Ohio,Dallas,32,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Utica,19,8,Heavy Duty,EV,South,1,Substantially Concentrated
Illinois,Jacksonville,44,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Massachusetts,Centennial,41,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Tennessee,Memphis,114,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Michigan,San Jose,91,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Greensboro,70,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Washington,Syracuse,92,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Colorado,Augusta,14,6,Medium Duty,CNG,West,1,Substantially Concentrated
California,Jackson,44,6,Medium Duty,EV,West,1,Substantially Concentrated
Washington,Spokane,103,8,Heavy Duty,EV,West,1,Substantially Concentrated
New York,Fort Lauderdale,139,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
North Carolina,Clarksville,115,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Arizona,Knoxville,92,8,Heavy Duty,EV,West,1,Substantially Concentrated
Texas,New Rochelle,112,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Arizona,Vancouver,71,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
North Carolina,Pittsburgh,102,6,Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Harrisburg,136,8,Heavy Duty,EV,South,1,Substantially Concentrated
Arizona,Dallas,23,6,Medium Duty,CNG,West,1,Substantially Concentrated
Illinois,Bartlett,82,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Colorado,Knoxville,30,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Texas,Thornton,108,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Washington,Johnson City,12,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Texas,Gilbert,71,8,Heavy Duty,EV,South,1,Substantially Concentrated
North Carolina,Joliet,121,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Troy,150,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Texas,Roswell,42,8,Heavy Duty,EV,South,1,Substantially Concentrated
North Carolina,Arvada,119,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Georgia,Ann Arbor,34,6,Medium Duty,CNG,South,1,Substantially Concentrated
Colorado,Quincy,6,6,Medium Duty,CNG,West,1,Substantially Concentrated
Texas,Reading,93,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,Cary,82,6,Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,Jackson,71,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Massachusetts,Spokane Valley,63,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Seattle,64,6,Medium Duty,CNG,South,1,Substantially Concentrated
Michigan,Wilmington,108,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Denver,100,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Georgia,Fort Collins,61,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Colorado,Federal Way,93,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Florida,Canton,99,8,Heavy Duty,EV,South,1,Substantially Concentrated
Tennessee,Fort Collins,108,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Mount Vernon,103,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Harrisburg,90,6,Medium Duty,EV,West,1,Substantially Concentrated
Tennessee,Livonia,100,8,Heavy Duty,EV,South,1,Substantially Concentrated
Washington,San Jose,67,6,Medium Duty,CNG,West,1,Substantially Concentrated
Arizona,Detroit,56,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Peoria,60,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Florida,Springfield,70,8,Heavy Duty,EV,South,1,Substantially Concentrated
Colorado,Glendale,136,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Washington,Port St. Lucie,14,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
New York,Winston-Salem,106,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Texas,Hialeah,143,6,Medium Duty,EV,South,1,Substantially Concentrated
Georgia,Arvada,45,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
New York,Athens,9,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
California,Greensboro,141,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Illinois,Kent,146,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,Detroit,139,8,Heavy Duty,EV,West,1,Substantially Concentrated
Arizona,Wilmington,99,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Georgia,Raleigh,142,8,Heavy Duty,EV,South,1,Substantially Concentrated
Tennessee,Ann Arbor,127,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
North Carolina,Fayetteville,102,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Ohio,Jacksonville,124,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Tennessee,Tampa,68,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Ohio,Oakland,84,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Arvada,49,6,Medium Duty,EV,South,1,Substantially Concentrated
Michigan,Long Beach,56,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Michigan,Chicago,27,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Colorado,Sandy Springs,100,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Washington,Durham,104,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Colorado,Murfreesboro,19,6,Medium Duty,EV,West,1,Substantially Concentrated
Florida,Arlington,15,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Ann Arbor,44,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Florida,Albany,33,6,Medium Duty,EV,South,1,Substantially Concentrated
Massachusetts,Fort Collins,120,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Washington,Rockford,147,6,Medium Duty,CNG,West,1,Substantially Concentrated
Arizona,Spokane,11,8,Heavy Duty,EV,West,1,Substantially Concentrated
California,San Jose,66,6,Medium Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Phoenix,79,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Colorado,Clarksville,88,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Michigan,Houston,112,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,Cary,54,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Texas,Federal Way,130,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Port St. Lucie,141,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Illinois,Worcester,40,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
California,Vancouver,130,6,Medium Duty,CNG,West,1,Substantially Concentrated
North Carolina,Cape Coral,118,6,Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Scottsdale,147,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Ohio,Albany,66,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Massachusetts,Colorado Springs,94,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Florida,Lorain,90,6,Medium Duty,EV,South,1,Substantially Concentrated
Michigan,Seattle,39,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Tennessee,Raleigh,97,8,Heavy Duty,EV,South,1,Substantially Concentrated
Ohio,El Paso,56,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Washington,Flint,45,6,Medium Duty,CNG,West,1,Substantially Concentrated
Ohio,Denver,44,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Michigan,Joliet,33,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Washington,El Paso,127,8,Heavy Duty,EV,West,1,Substantially Concentrated
North Carolina,Orlando,105,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Colorado,Cleveland,69,6,Medium Duty,EV,West,1,Substantially Concentrated
Massachusetts,Flint,83,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Anaheim,22,8,Heavy Duty,EV,South,1,Substantially Concentrated
Michigan,San Francisco,46,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Colorado,Macon,92,6,Medium Duty,EV,West,1,Substantially Concentrated
Colorado,Chandler,85,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,San Jose,45,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Michigan,Reading,69,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Illinois,Greensboro,126,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
California,Scottsdale,24,8,Heavy Duty,EV,West,1,Substantially Concentrated
Tennessee,Durham,74,6,Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Sterling Heights,42,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Ohio,New Rochelle,65,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Nashville,91,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,Corpus Christi,17,6,Medium Duty,EV,South,1,Substantially Concentrated
Georgia,Greensboro,35,6,Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Chattanooga,18,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Illinois,Pittsburgh,54,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Texas,Erie,91,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Washington,Ann Arbor,142,6,Medium Duty,CNG,West,1,Substantially Concentrated
Florida,Chattanooga,92,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Ohio,Fort Collins,22,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Massachusetts,Long Beach,118,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Pennsylvania,Pueblo,97,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Colorado,Sterling Heights,24,8,Heavy Duty,EV,West,1,Substantially Concentrated
Colorado,Centennial,103,6,Medium Duty,EV,West,1,Substantially Concentrated
Florida,Athens,47,8,Heavy Duty,EV,South,1,Substantially Concentrated
Colorado,Memphis,23,8,Heavy Duty,EV,West,1,Substantially Concentrated
Tennessee,Quincy,137,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Michigan,Naperville,75,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
New York,Roswell,89,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Florida,Fort Lauderdale,96,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,Brockton,69,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,Renton,75,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Tennessee,Anaheim,108,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Franklin,68,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Tennessee,Detroit,60,6,Medium Duty,EV,South,1,Substantially Concentrated
Colorado,Port St. Lucie,89,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,New York City,89,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Michigan,San Jose,65,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Arizona,Tucson,71,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
North Carolina,High Point,31,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Colorado,Austin,73,6,Medium Duty,CNG,West,1,Substantially Concentrated
Ohio,Westminster,98,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Arizona,Knoxville,126,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Colorado,Anaheim,70,6,Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Akron,32,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
California,Glendale,81,6,Medium Duty,EV,West,1,Substantially Concentrated
New York,Bakersfield,111,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Ohio,Wilmington,69,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
California,Tampa,116,6,Medium Duty,CNG,West,1,Substantially Concentrated
Colorado,Spokane Valley,83,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
New York,Fort Lauderdale,40,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Erie,105,6,Medium Duty,CNG,West,1,Substantially Concentrated
Texas,Buffalo,11,8,Heavy Duty,CNG,South,1,Substantially Concentrated
New York,Long Beach,100,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Pennsylvania,Gilbert,33,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Massachusetts,Hialeah,66,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Tennessee,Vancouver,128,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Sacramento,108,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Pennsylvania,Boston,121,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Colorado,Flint,48,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Flint,136,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Colorado,Cape Coral,21,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Arizona,Fayetteville,53,8,Heavy Duty,EV,West,1,Substantially Concentrated
Colorado,Tallahassee,35,8,Heavy Duty,EV,West,1,Substantially Concentrated
Florida,Scranton,7,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Newton,48,6,Medium Duty,CNG,West,1,Substantially Concentrated
North Carolina,Bakersfield,43,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Ohio,Lancaster,98,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
California,Springfield,20,8,Heavy Duty,EV,West,1,Substantially Concentrated
Illinois,Utica,115,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Florida,Buffalo,122,8,Heavy Duty,EV,South,1,Substantially Concentrated
Massachusetts,Tucson,107,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Washington,Jackson,28,6,Medium Duty,CNG,West,1,Substantially Concentrated
Arizona,Austin,131,8,Heavy Duty,EV,West,1,Substantially Concentrated
Washington,Sandy Springs,141,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Ohio,Cleveland,137,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Arlington,45,6,Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Augusta,119,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Michigan,Renton,71,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
New York,Lorain,47,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
North Carolina,Pittsburgh,67,8,Heavy Duty,EV,South,1,Substantially Concentrated
Ohio,Oakland,65,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Washington,Waukegan,126,8,Heavy Duty,EV,West,1,Substantially Concentrated
Washington,Spokane,84,6,Medium Duty,EV,West,1,Substantially Concentrated
Tennessee,Lowell,78,6,Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Altoona,83,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Illinois,Murfreesboro,106,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Pennsylvania,Plano,33,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Troy,96,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Ohio,Knoxville,6,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Pennsylvania,New York City,27,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Illinois,Naperville,48,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Mesa,92,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Ohio,Bellevue,8,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Massachusetts,Toledo,95,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Washington,Grand Rapids,54,6,Medium Duty,EV,West,1,Substantially Concentrated
Florida,Elgin,43,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
New York,Altoona,150,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Sacramento,75,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Long Beach,96,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
New York,Nashville,106,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Massachusetts,San Diego,135,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Livonia,93,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,Raleigh,150,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Athens,110,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Arlington,76,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Dearborn,64,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Texas,Flint,94,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,Peoria,88,6,Medium Duty,EV,South,1,Substantially Concentrated
Texas,Lowell,29,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
New York,Bellevue,105,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
California,Augusta,135,6,Medium Duty,EV,West,1,Substantially Concentrated
New York,Thornton,53,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
New York,Waukegan,119,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Pennsylvania,Allentown,73,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Ohio,Bartlett,11,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,San Jose,57,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
New York,Concord,122,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Roswell,21,6,Medium Duty,EV,South,1,Substantially Concentrated
Georgia,Gilbert,87,8,Heavy Duty,EV,South,1,Substantially Concentrated
Illinois,Mesa,55,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Fayetteville,43,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Georgia,Fresno,150,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Georgia,Tallahassee,84,8,Heavy Duty,CNG,South,1,Substantially Concentrated
California,Cicero,8,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
